arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
22,13.000000,262144,14718948.346776
22,15.300000,32768,19678547.894943
22,19.700000,4096,27531930.840010
22,32.300000,512,43734128.567250
22,90.000000,18,65723865.838202
22,90.000000,27,62566032.043370
22,90.000000,36,59324844.027807
