arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
28,13.000000,262144,12300694.047228
28,15.300000,32768,17227531.337875
28,19.700000,4096,23785789.027252
28,32.300000,512,40963844.120478
28,90.000000,18,60443645.266431
28,90.000000,27,58083658.829455
28,90.000000,36,54856177.160052
