arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
26,13.000000,262144,13355225.236859
26,15.300000,32768,17374858.870628
26,19.700000,4096,25595839.885510
26,32.300000,512,42646339.104256
26,90.000000,18,62182267.420658
26,90.000000,27,59197516.120536
26,90.000000,36,56488516.654886
