arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
20,13.000000,262144,16287324.186222
20,15.300000,32768,21052953.508406
20,19.700000,4096,28836742.911791
20,32.300000,512,45780760.025098
20,90.000000,18,66586364.867653
20,90.000000,27,63434592.157955
20,90.000000,36,60827944.804750
