frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,208070.780488,200524.000000,16.248077
4,77481.350627,50789.000000,16.822604
8,87871.494889,53539.000000,1930.640308
16,108005.758263,48102.000000,21.213203
32,325744.792017,281798.000000,67.520367
64,206575.293254,165054.000000,966.474521
128,155530.685532,118254.000000,1804.510737
256,276652.727505,167032.000000,3476.404177
512,127755.442334,81935.000000,3806.535695
1024,111869.268381,58877.000000,51439.967584
2048,148082.975183,82924.000000,38581.178287
4096,496740.411498,271563.000000,63265.785058
8192,106848.313136,57869.000000,28737.834383
16384,153706.920309,97823.000000,103621.167340
32768,253321.121723,120730.000000,106953.064603
65536,130825.144789,107624.000000,0.000000
