frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,204964.461424,127540.000000,46.818800
4,368401.622306,195304.000000,255.830022
8,109123.076011,49094.000000,188.369318
16,325501.813582,219464.000000,134.201341
32,268892.323113,226049.000000,4730.277793
64,372113.321379,219741.000000,1419.125435
128,556534.094054,281931.000000,3245.716716
256,336563.492453,278992.000000,7465.372998
512,359217.471212,225122.000000,4116.567138
1024,590761.629741,310659.000000,2599.916729
2048,178906.506092,120861.000000,7531.320402
4096,362825.088997,223101.000000,48088.875460
8192,478944.482400,227139.000000,258270.541586
16384,751591.293799,223255.000000,309649.387784
32768,1128101.906234,190655.000000,1009098.914147
65536,324126.224138,67374.000000,70436.180554
