frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,262064.733673,190076.000000,378.655516
4,160882.405141,122638.000000,2648.623227
8,120496.525788,64121.000000,1499.291166
16,278695.281846,162033.000000,1046.513258
32,210400.741006,126226.000000,60.058305
64,489493.058855,277888.000000,83.779472
128,381610.664571,192954.000000,316.327362
256,149720.417913,95831.000000,2706.068735
512,116218.683722,56480.000000,1340.455893
1024,296719.784286,175952.000000,8665.917839
2048,397721.206694,261893.000000,8776.459423
4096,539039.971321,293003.000000,65514.859856
8192,520226.141889,273573.000000,288554.111116
16384,486863.423130,255071.000000,56892.239321
32768,528601.394667,266584.000000,381484.604367
65536,846190.162764,173975.000000,689916.165239
