frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,156067.990933,98593.000000,43.908997
4,142368.514384,58289.000000,110.950439
8,223925.945100,140198.000000,34.928498
16,218995.093390,145424.000000,85.667964
32,174608.970669,130749.000000,148.108069
64,263013.277729,155527.000000,1185.137123
128,282639.376445,144129.000000,1704.142013
256,218144.290819,118539.000000,2659.078788
512,521128.595784,245608.000000,5036.969724
1024,484018.027078,218822.000000,27963.905378
2048,238604.285534,94759.000000,15916.701386
4096,227315.263383,114336.000000,48298.805979
8192,303540.963328,102703.000000,135291.514468
16384,687878.995035,237401.000000,503275.855261
32768,726687.134932,76553.000000,81432.048844
65536,2160527.914840,272169.000000,1072891.687304
