frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,212189.440303,177044.000000,1654.105498
4,435221.319992,297730.000000,78.727378
8,71147.167336,30968.000000,149.756469
16,94838.464001,37497.000000,53.329167
32,232943.640836,161860.000000,95.807098
64,234794.875821,210466.000000,3161.063745
128,379979.731971,287706.000000,20064.150543
256,238864.319106,144760.000000,708.483592
512,335944.654297,168759.000000,1243.594789
1024,103017.459151,48178.000000,3967.809723
2048,197447.178357,89345.000000,89641.412511
4096,492845.132927,372656.000000,108064.564932
8192,466131.353255,261241.000000,285471.039890
16384,301293.922035,68458.000000,248173.969588
32768,959270.759342,192450.000000,844334.288964
65536,768697.183232,106003.000000,756861.042672
