frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,58579.244959,27266.000000,32.249031
4,145747.418420,113016.000000,341.865471
8,79945.561390,50210.000000,84.610874
16,127665.519895,78558.000000,380.289364
32,126073.445412,70504.000000,103.203682
64,107784.510524,85314.000000,129.533779
128,494686.058512,283374.000000,1591.664223
256,112044.583002,73604.000000,184.808008
512,155211.038673,73359.000000,27912.478464
1024,235339.037682,172002.000000,2475.222616
2048,488325.841809,370736.000000,8066.741040
4096,215646.968312,131439.000000,69872.376573
8192,156216.157353,82093.000000,48465.397357
16384,229096.635290,100874.000000,190397.247049
32768,256861.157134,110002.000000,106626.642768
65536,241095.174666,55624.000000,59540.940461
