frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,344345.047198,298494.000000,32.388269
4,128715.251377,68186.000000,356.363578
8,293871.520133,285624.000000,12.529964
16,225261.613618,154666.000000,399.050122
32,170197.380112,114228.000000,614.430631
64,217939.397297,207241.000000,9436.665619
128,180502.861883,127842.000000,822.049877
256,483733.664898,285352.000000,1165.464285
512,393601.505039,233421.000000,6440.319480
1024,300319.190950,220443.000000,8643.661319
2048,150510.328217,71737.000000,10241.194510
4096,656434.203436,316234.000000,12600.590423
8192,545190.281699,239662.000000,396939.907384
16384,563199.869605,240505.000000,286295.678093
32768,226991.370710,129249.000000,141694.861784
65536,489431.302908,381281.000000,423345.783567
