frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,171667.566730,143013.000000,44.011362
4,157374.520908,87556.000000,35.312887
8,369543.644953,343255.000000,268.162264
16,136991.867003,88545.000000,46.914816
32,449762.731629,296475.000000,1113.081758
64,146070.383477,88082.000000,89.487429
128,315921.515203,222047.000000,56687.815137
256,444571.357167,257678.000000,3069.872962
512,105412.109447,42487.000000,11754.352470
1024,240287.013869,163542.000000,10279.732049
2048,466071.854397,256594.000000,35836.390429
4096,176454.700776,105541.000000,32548.142789
8192,211604.846523,109283.000000,161855.228751
16384,459446.243036,368489.000000,145225.797433
32768,531949.791096,239956.000000,43916.288846
65536,1048813.240670,214626.000000,893181.879165
