frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,160376.810995,101880.000000,136.169013
4,269076.902645,184690.000000,115.381974
8,97895.796268,58220.000000,102.601170
16,265458.924623,150405.000000,71.112587
32,345897.093023,190934.000000,249.349153
64,214821.141869,118811.000000,877.483333
128,230332.855021,166556.000000,278.684409
256,348236.639693,305423.000000,4763.765003
512,202840.193805,107477.000000,40534.906451
1024,604402.002557,271425.000000,21019.053666
2048,513339.354573,247424.000000,40875.748348
4096,557953.498182,288616.000000,49157.459556
8192,731410.635585,238431.000000,211771.653814
16384,265948.263448,134111.000000,95987.163282
32768,608947.247489,84749.000000,395570.125415
65536,491683.514002,145302.000000,0.000000
