frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,298498.695691,232677.000000,241.288209
4,124612.116381,108602.000000,341.653333
8,167157.573956,85451.000000,25.000000
16,85922.204709,58563.000000,285.744641
32,102782.162757,74601.000000,254.892134
64,230805.074892,164518.000000,1415.803659
128,172766.392646,104908.000000,340.383607
256,115740.365517,60189.000000,1719.786615
512,190588.802247,105308.000000,18701.457777
1024,380413.864820,291631.000000,146692.309529
2048,169802.890865,105657.000000,36840.831383
4096,126408.727151,70606.000000,72202.783631
8192,88279.091064,53587.000000,31310.121590
16384,293286.829109,141663.000000,183085.678804
32768,407673.604153,384759.000000,119887.323346
65536,1173978.376310,197332.000000,419877.455712
