frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,190273.658187,151447.000000,956.439752
4,319364.883123,135688.000000,3716.185544
8,294741.232904,189815.000000,88.825672
16,350823.239357,281986.000000,79.063266
32,445457.704329,256768.000000,307.201888
64,288768.273243,197544.000000,470.426402
128,201255.748927,96349.000000,2492.377379
256,115926.069842,59551.000000,1981.318753
512,249069.254857,143454.000000,2409.296578
1024,386302.431478,223760.000000,34231.824900
2048,181239.846080,90184.000000,7579.601705
4096,257950.311806,99435.000000,90976.461956
8192,419847.723543,225509.000000,89908.876175
16384,693503.088199,182971.000000,467690.731657
32768,967268.243411,223236.000000,521314.678503
65536,672823.349936,125870.000000,0.000000
