frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,263056.432936,241943.000000,70.405966
4,163092.233071,123846.000000,4769.848320
8,82673.502393,51637.000000,278.783070
16,461831.571350,271645.000000,122.466322
32,325474.162366,194289.000000,111.718396
64,70779.417707,31194.000000,404.174467
128,299729.881071,173674.000000,144.374513
256,121223.185550,107583.000000,3943.886535
512,377732.705807,246722.000000,220368.919805
1024,483705.013431,280441.000000,6071.601683
2048,377931.025831,251170.000000,93514.769887
4096,179872.984269,114118.000000,59552.900710
8192,110032.745744,50407.000000,40170.784371
16384,427213.348759,293577.000000,174717.836582
32768,239407.430889,118784.000000,208737.354783
65536,480674.993431,241561.000000,415707.610355
