frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,310381.332312,208131.000000,52.725705
4,256844.057587,217050.000000,50.119856
8,277571.200554,166772.000000,21.189620
16,158911.523418,112899.000000,221.610018
32,218086.144970,197385.000000,322.948912
64,210462.134922,172340.000000,165.568717
128,274569.920998,172807.000000,5948.088348
256,219368.992852,126104.000000,2206.349020
512,288952.025989,239579.000000,1340.508486
1024,199448.955014,147219.000000,24467.454302
2048,487466.698015,301140.000000,19336.308050
4096,223626.250304,99783.000000,44113.415635
8192,309213.093856,192778.000000,8695.570079
16384,351844.780561,190672.000000,25406.092399
32768,1006698.361287,285989.000000,857098.397205
65536,715534.094409,102990.000000,706905.307077
