frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,121315.835454,97830.000000,131.259285
4,626906.106292,240644.000000,41.665333
8,271143.781050,209721.000000,103.063087
16,174170.768750,106163.000000,168.997041
32,258069.792808,161654.000000,560.722748
64,277482.913530,189549.000000,1050.615058
128,114280.438046,86329.000000,4596.012184
256,167613.807561,114665.000000,5956.641503
512,528811.530347,295392.000000,1495.573134
1024,283280.353872,156406.000000,8537.925626
2048,534227.925436,251899.000000,44297.409168
4096,786742.649356,296879.000000,347529.901892
8192,207702.540964,114078.000000,89684.174535
16384,311400.284695,192521.000000,91982.949224
32768,784577.524930,244758.000000,319600.012990
65536,731489.953474,180966.000000,440285.253539
