frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,191831.837243,136976.000000,38.457769
4,216288.770319,153932.000000,138.517147
8,223375.434220,153926.000000,22.825424
16,225311.086922,166712.000000,140.737344
32,297211.400225,222232.000000,274.045617
64,194503.389981,166138.000000,7367.589022
128,439232.859603,262848.000000,517.112174
256,405932.806470,237886.000000,346.597750
512,122674.518813,81896.000000,3064.770464
1024,288445.738887,206789.000000,9596.856881
2048,321976.774484,183439.000000,72048.560763
4096,467887.383861,205932.000000,155708.298726
8192,727472.687093,170230.000000,487198.354409
16384,501361.088130,264874.000000,215134.591008
32768,597140.688913,251149.000000,301542.023058
65536,630234.265833,118244.000000,382540.492999
