frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,98597.842948,42493.000000,750.552463
4,210077.599636,127066.000000,103.975959
8,92844.973224,65004.000000,174.025860
16,133190.780327,78483.000000,147.617750
32,378449.593772,186298.000000,165.175664
64,149240.405775,109061.000000,415.900228
128,484438.510265,273971.000000,6011.150805
256,140200.855190,55963.000000,2104.711144
512,603939.382525,253201.000000,11566.496358
1024,301797.480433,228956.000000,15286.122039
2048,349709.526775,202353.000000,205644.279587
4096,331927.491144,173261.000000,129618.058549
8192,447330.034885,155902.000000,40871.789623
16384,859666.643403,177905.000000,157707.427761
32768,2027812.751256,225223.000000,1718911.438028
65536,668511.357182,213409.000000,331585.412401
