frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,123520.051352,95314.000000,170.812763
4,274930.640790,216990.000000,1232.438639
8,110060.457768,87933.000000,30.789609
16,479796.570673,213859.000000,36.221541
32,169719.557603,129904.000000,416.197069
64,100428.141091,65079.000000,917.111226
128,249413.958567,174649.000000,730.073284
256,291221.226117,185727.000000,3952.524004
512,292555.081636,181830.000000,5479.746344
1024,202294.537388,123999.000000,58794.884242
2048,431445.857446,384618.000000,397806.617057
4096,305131.785562,169155.000000,83407.498536
8192,263186.126365,95535.000000,26721.816499
16384,294030.331276,173184.000000,33380.558818
32768,260100.477872,80842.000000,221678.592652
65536,327093.694085,116966.000000,292334.885949
