frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,171308.990027,132738.000000,17.832555
4,220005.107141,166946.000000,441.469138
8,60676.523706,42494.000000,128.413395
16,236205.491234,192452.000000,184.032606
32,86681.568329,40475.000000,45.814845
64,341818.302370,215848.000000,118.460964
128,362234.863993,193295.000000,1752.563836
256,326037.320108,176446.000000,4321.025226
512,368888.131282,254661.000000,4665.444352
1024,527849.110795,246546.000000,3102.270781
2048,318845.714346,137274.000000,156314.899351
4096,632209.997662,197134.000000,141433.849318
8192,287536.307728,116499.000000,115924.126130
16384,518435.135551,186058.000000,105664.685808
32768,191646.682810,57337.000000,167354.639759
65536,1696761.273634,218017.000000,1394075.867517
