frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
16,99338.409571,99338.409571,99338.409571,99338.409571,99338.409571,99338.409571
256,130077.785974,130077.785974,130077.785974,130077.785974,130077.785974,130077.785974
32768,225174.479933,225174.479933,225174.479933,225174.479933,225174.479933,225174.479933
8,113548.742362,113548.742362,113548.742362,113548.742362,113548.742362,113548.742362
32,167348.940152,167348.940152,167348.940152,167348.940152,167348.940152,167348.940152
1024,282748.492795,282748.492795,282748.492795,282748.492795,282748.492795,282748.492795
16384,156941.648605,151287.306758,151287.306758,151287.306758,151287.306758,151287.306758
65536,381099.297152,381099.297152,381099.297152,381099.297152,381099.297152,381099.297152
4096,243065.953657,243065.953657,243065.953657,243065.953657,243065.953657,243065.953657
64,277378.834699,239624.639555,239624.639555,239624.639555,239624.639555,239624.639555
512,293189.365646,292861.347054,292861.347054,292861.347054,292861.347054,292861.347054
8192,208469.049849,208469.049849,208469.049849,208469.049849,208469.049849,208469.049849
4,297061.228773,228239.902493,228239.902493,228239.902493,297587.682057,228239.902493
128,304677.382927,304677.382927,304677.382927,304677.382927,304677.382927,304677.382927
2048,490124.168699,490124.168699,490124.168699,490124.168699,490124.168699,490124.168699
2,578916.380774,578916.380774,578916.380774,578916.380774,578916.380774,578916.380774
