frequency,Dynamic_BAL_njobs200_mode0_L2_norm_flow_time,Dynamic_BAL_njobs200_mode0_maximum_flow_time,Dynamic_BAL_njobs200_mode1_L2_norm_flow_time,Dynamic_BAL_njobs200_mode1_maximum_flow_time,Dynamic_BAL_njobs200_mode2_L2_norm_flow_time,Dynamic_BAL_njobs200_mode2_maximum_flow_time,Dynamic_BAL_njobs200_mode4_L2_norm_flow_time,Dynamic_BAL_njobs200_mode4_maximum_flow_time,Dynamic_BAL_njobs200_mode8_L2_norm_flow_time,Dynamic_BAL_njobs200_mode8_maximum_flow_time,Dynamic_BAL_njobs200_mode16_L2_norm_flow_time,Dynamic_BAL_njobs200_mode16_maximum_flow_time
16384,233745.130482,144292.000000,233745.130482,144292.000000,233745.130482,144292.000000,233745.130482,144292.000000,233745.130482,144292.000000,233745.130482,144292.000000
4,137125.728705,78895.000000,137125.728705,78895.000000,137125.728705,78895.000000,137125.728705,78895.000000,137125.728705,78895.000000,137125.728705,78895.000000
2048,163137.772867,79873.000000,163137.772867,79873.000000,163137.772867,79873.000000,163137.772867,79873.000000,163137.772867,79873.000000,163137.772867,79873.000000
128,141019.145590,64415.000000,141019.145590,64415.000000,141019.145590,64415.000000,141019.145590,64415.000000,141019.145590,64415.000000,141019.145590,64415.000000
1024,388784.533487,258236.000000,388784.533487,258236.000000,388784.533487,258236.000000,388784.533487,258236.000000,388784.533487,258236.000000,388784.533487,258236.000000
32768,146728.175389,62346.000000,146728.175389,62346.000000,146728.175389,62346.000000,146728.175389,62346.000000,146728.175389,62346.000000,146728.175389,62346.000000
4096,206984.526939,116183.000000,206984.526939,116183.000000,206984.526939,116183.000000,206984.526939,116183.000000,206984.526939,116183.000000,206984.526939,116183.000000
16,170435.762761,106397.000000,170435.762761,106397.000000,170435.762761,106397.000000,170435.762761,106397.000000,170435.762761,106397.000000,170435.762761,106397.000000
65536,171779.399088,84241.000000,171779.399088,84241.000000,171779.399088,84241.000000,171779.399088,84241.000000,171779.399088,84241.000000,171779.399088,84241.000000
64,263333.760504,181136.000000,263333.760504,181136.000000,263333.760504,181136.000000,263333.760504,181136.000000,263333.760504,181136.000000,263333.760504,181136.000000
8,211765.148440,146696.000000,211765.148440,146696.000000,211765.148440,146696.000000,211765.148440,146696.000000,211765.148440,146696.000000,211765.148440,146696.000000
2,177489.611651,82651.000000,177489.611651,82651.000000,177489.611651,82651.000000,177489.611651,82651.000000,177489.611651,82651.000000,177489.611651,82651.000000
8192,358563.412842,235420.000000,358563.412842,235420.000000,358563.412842,235420.000000,358563.412842,235420.000000,358563.412842,235420.000000,358563.412842,235420.000000
512,378441.188509,249258.000000,378441.188509,249258.000000,378441.188509,249258.000000,378441.188509,249258.000000,378441.188509,249258.000000,378441.188509,249258.000000
32,385688.521823,302098.000000,385688.521823,302098.000000,385688.521823,302098.000000,385688.521823,302098.000000,385688.521823,302098.000000,385688.521823,302098.000000
256,451563.340812,354123.000000,451563.340812,354123.000000,451563.340812,354123.000000,451563.340812,354123.000000,451563.340812,354123.000000,451563.340812,354123.000000
