frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
65536,191133.871972,191133.871972,191133.871972,191133.871972,191133.871972,191133.871972
32,312900.372151,312900.372151,312900.372151,312900.372151,312900.372151,312900.372151
4096,171423.103915,172020.187513,172020.187513,172020.187513,172020.187513,172020.187513
8,330978.891887,330978.891887,330978.891887,330978.891887,330978.891887,330978.891887
8192,353122.303745,353688.588332,353688.588332,353688.588332,353688.588332,353688.588332
16,307813.515025,307813.515025,307813.515025,307813.515025,307813.515025,307813.515025
2,357053.800328,359755.841444,359755.841444,359755.841444,359755.841444,359755.841444
2048,397310.239287,401334.860952,401334.860952,401334.860952,401334.860952,401334.860952
4,468121.826251,468121.826251,468121.826251,468121.826251,468121.826251,468121.826251
32768,393309.101291,393309.101291,393309.101291,393309.101291,393309.101291,393309.101291
64,603734.294283,601138.611166,603734.294283,603734.294283,603734.294283,603734.294283
256,586621.878283,586621.878283,586621.878283,586621.878283,586621.878283,586621.878283
128,607572.816572,607572.816572,607572.816572,607572.816572,607572.816572,607572.816572
1024,822053.353728,822053.353728,822053.353728,822053.353728,822053.353728,822053.353728
512,497686.549339,513654.590118,490437.223804,513654.590118,513654.590118,513654.590118
16384,841895.978292,841895.978292,841895.978292,841895.978292,841895.978292,841895.978292
