frequency,Dynamic_BAL_njobs25_mode0_L2_norm_flow_time,Dynamic_BAL_njobs25_mode0_maximum_flow_time,Dynamic_BAL_njobs25_mode1_L2_norm_flow_time,Dynamic_BAL_njobs25_mode1_maximum_flow_time,Dynamic_BAL_njobs25_mode2_L2_norm_flow_time,Dynamic_BAL_njobs25_mode2_maximum_flow_time,Dynamic_BAL_njobs25_mode4_L2_norm_flow_time,Dynamic_BAL_njobs25_mode4_maximum_flow_time,Dynamic_BAL_njobs25_mode8_L2_norm_flow_time,Dynamic_BAL_njobs25_mode8_maximum_flow_time,Dynamic_BAL_njobs25_mode16_L2_norm_flow_time,Dynamic_BAL_njobs25_mode16_maximum_flow_time
16,91127.703285,47987.000000,127159.559829,37957.000000,91554.746616,47987.000000,94181.940217,47987.000000,91127.703285,47987.000000,91127.703285,47987.000000
32,79535.406330,51459.000000,101158.143182,34207.000000,80978.246635,35130.000000,79543.221729,51459.000000,79535.406330,51459.000000,79535.406330,51459.000000
64,139959.304675,94274.000000,733943.904314,72647.000000,722723.023197,84738.000000,139959.304675,94274.000000,139959.304675,94274.000000,139959.304675,94274.000000
256,166724.335779,90859.000000,211044.727712,44256.000000,184260.878992,55131.000000,166724.335779,90859.000000,166724.335779,90859.000000,166724.335779,90859.000000
128,160075.799498,107109.000000,265864.428997,31935.000000,238932.010951,55340.000000,169888.785451,68450.000000,160075.799498,107109.000000,160075.799498,107109.000000
65536,135616.650379,88682.000000,528591.003166,40334.000000,518601.864160,53461.000000,135616.650379,88682.000000,135616.650379,88682.000000,135616.650379,88682.000000
4096,156346.051322,71805.000000,238092.627057,42074.000000,153876.825867,58135.000000,156346.051322,71805.000000,156346.051322,71805.000000,156346.051322,71805.000000
1024,200506.776304,128459.000000,343807.552395,74911.000000,284909.481476,83969.000000,200506.776304,128459.000000,200506.776304,128459.000000,200506.776304,128459.000000
16384,359245.950609,168000.000000,435097.000846,87662.000000,375670.361958,118348.000000,355502.992051,141487.000000,359245.950609,168000.000000,359245.950609,168000.000000
32768,169542.774641,84181.000000,255369.811176,44289.000000,235697.448690,46724.000000,195275.171289,58912.000000,169542.774641,84181.000000,169542.774641,84181.000000
8,317207.170425,182930.000000,307406.181618,80633.000000,275520.433756,107553.000000,300542.865046,182930.000000,317207.170425,182930.000000,317207.170425,182930.000000
2048,163105.603144,111232.000000,258561.617985,42821.000000,214453.390356,56652.000000,163105.600446,111232.000000,163105.603144,111232.000000,163105.603144,111232.000000
8192,274506.468346,123295.000000,315645.031474,59277.000000,294784.744619,88941.000000,274506.468346,123295.000000,274506.468346,123295.000000,274506.468346,123295.000000
2,185538.398236,91953.000000,324109.269312,42609.000000,198660.713678,63588.000000,185538.398236,91953.000000,185538.398236,91953.000000,185538.398236,91953.000000
4,384625.767361,288520.000000,1052489.751437,131760.000000,895143.442748,208543.000000,887368.334394,264865.000000,384625.767361,288520.000000,384625.767361,288520.000000
512,634593.246887,288400.000000,1239433.261269,181800.000000,891163.205925,218995.000000,634593.246887,288400.000000,634593.246887,288400.000000,634593.246887,288400.000000
