frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
2,129510.577363,129510.577363,129510.577363,129510.577363,129510.577363,129510.577363
65536,296236.430958,296236.430958,296236.430958,296236.430958,296236.430958,296236.430958
32,130046.807331,130046.807331,130046.807331,130046.807331,130046.807331,130046.807331
2048,150291.195274,151813.902766,151813.902766,151813.902766,151813.902766,151813.902766
16,201143.756135,201143.756135,201143.756135,201143.756135,201143.756135,201143.756135
64,104595.697397,104595.697397,104595.697397,104595.697397,104595.697397,104595.697397
256,115269.208703,115269.208703,115269.208703,115269.208703,115269.208703,115269.208703
1024,123585.837336,122339.581763,122339.581763,122339.581763,122339.581763,122339.581763
512,168912.501746,151444.266811,151444.266811,151444.266811,151444.266811,151444.266811
8,285721.907394,285721.907394,285721.907394,285721.907394,285721.907394,285721.907394
8192,233399.969726,233399.969726,233399.969726,233399.969726,233399.969726,233399.969726
4,212909.320966,212909.320966,212909.320966,212909.320966,212909.320966,212909.320966
4096,362229.703491,362229.703491,362229.703491,362229.703491,362229.703491,362229.703491
128,396794.888458,396794.888458,396794.888458,396794.888458,396794.888458,396794.888458
16384,435577.542197,435577.542197,435577.542197,435577.542197,435577.542197,435577.542197
32768,471321.166394,471321.166394,471321.166394,471321.166394,471321.166394,471321.166394
