frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
65536,114349.605561,114349.605561,114349.605561,114349.605561,114349.605561,114349.605561
2,98592.584315,98592.584315,98592.584315,98592.584315,98592.584315,98592.584315
4,82513.061209,82513.061209,82513.061209,82513.061209,82513.061209,82513.061209
512,145111.327652,145111.327652,145111.327652,145111.327652,145111.327652,145111.327652
128,155806.483562,155806.483562,155806.483562,155806.483562,155806.483562,155806.483562
32,164387.080152,164387.080152,164387.080152,164387.080152,164387.080152,164387.080152
4096,156155.600505,156155.600505,156155.600505,156155.600505,156155.600505,156155.600505
8192,243788.268366,243782.317997,243782.317997,243782.317997,243782.317997,243782.317997
8,120905.512600,120905.512600,120905.512600,120905.512600,120905.512600,120905.512600
16384,252214.291695,254868.363117,254868.363117,254868.363117,254868.363117,254868.363117
2048,228125.152020,228125.152020,228125.152020,228125.152020,228125.152020,228125.152020
16,299584.893284,299584.893284,299584.893284,299584.893284,299584.893284,299584.893284
256,322549.254913,322549.254913,322549.254913,322549.254913,322549.254913,322549.254913
32768,925559.022812,730478.749338,730478.749338,730478.749338,730478.749338,730478.749338
1024,346316.875519,346316.875519,346316.875519,346316.875519,346316.875519,346316.875519
64,484653.133676,484653.133676,484653.133676,484653.133676,484653.133676,484653.133676
