frequency,Dynamic_BAL_njobs50_mode0_L2_norm_flow_time,Dynamic_BAL_njobs50_mode0_maximum_flow_time,Dynamic_BAL_njobs50_mode1_L2_norm_flow_time,Dynamic_BAL_njobs50_mode1_maximum_flow_time,Dynamic_BAL_njobs50_mode2_L2_norm_flow_time,Dynamic_BAL_njobs50_mode2_maximum_flow_time,Dynamic_BAL_njobs50_mode4_L2_norm_flow_time,Dynamic_BAL_njobs50_mode4_maximum_flow_time,Dynamic_BAL_njobs50_mode8_L2_norm_flow_time,Dynamic_BAL_njobs50_mode8_maximum_flow_time,Dynamic_BAL_njobs50_mode16_L2_norm_flow_time,Dynamic_BAL_njobs50_mode16_maximum_flow_time
128,86127.761523,60002.000000,92572.085620,56119.000000,86127.756972,60002.000000,86127.761523,60002.000000,86127.761523,60002.000000,86127.761523,60002.000000
32768,68438.565232,32513.000000,74330.312316,32513.000000,68438.581772,32513.000000,68438.565232,32513.000000,68438.565232,32513.000000,68438.565232,32513.000000
256,124148.758721,60531.000000,124148.758721,60531.000000,124148.758721,60531.000000,124148.758721,60531.000000,124148.758721,60531.000000,124148.758721,60531.000000
65536,193472.271016,97420.000000,213233.246172,63982.000000,196751.718816,82103.000000,193472.271016,97420.000000,193472.271016,97420.000000,193472.271016,97420.000000
2,146663.662964,90069.000000,439110.664630,67586.000000,146663.662964,90069.000000,146663.662964,90069.000000,146663.662964,90069.000000,146663.662964,90069.000000
16384,149989.681668,65746.000000,151905.141618,65746.000000,149989.681668,65746.000000,149989.681668,65746.000000,149989.681668,65746.000000,149989.681668,65746.000000
4096,129244.541359,90903.000000,159149.751624,90903.000000,129244.541359,90903.000000,129244.541359,90903.000000,129244.541359,90903.000000,129244.541359,90903.000000
1024,233046.791209,147375.000000,957124.855826,147375.000000,235497.684984,147375.000000,233046.791209,147375.000000,233046.791209,147375.000000,233046.791209,147375.000000
8192,240399.900790,166337.000000,298394.548070,84863.000000,280100.678286,105408.000000,240399.900790,166337.000000,240399.900790,166337.000000,240399.900790,166337.000000
16,238997.242398,182350.000000,239988.043071,94396.000000,238997.242398,182350.000000,238997.242398,182350.000000,238997.242398,182350.000000,238997.242398,182350.000000
512,239891.121159,206004.000000,239891.844247,206004.000000,239891.121159,206004.000000,239891.121159,206004.000000,239891.121159,206004.000000,239891.121159,206004.000000
2048,345179.984273,230958.000000,580004.578693,177234.000000,350857.080727,230958.000000,345179.984273,230958.000000,345179.984273,230958.000000,345179.984273,230958.000000
64,346800.322810,238374.000000,1116772.450976,200678.000000,346800.322810,238374.000000,346800.322810,238374.000000,346800.322810,238374.000000,346800.322810,238374.000000
4,333863.652551,292955.000000,1387284.427407,188787.000000,333863.652551,292955.000000,333863.652551,292955.000000,333863.652551,292955.000000,333863.652551,292955.000000
32,320438.702684,279254.000000,917998.488149,249465.000000,320438.702684,279254.000000,320438.702684,279254.000000,320438.702684,279254.000000,320438.702684,279254.000000
8,571278.707283,461150.000000,6952685.843993,395093.000000,571278.707283,461150.000000,571278.707283,461150.000000,571278.707283,461150.000000,571278.707283,461150.000000
