frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
65536,251672.490207,252116.741148,258132.744308,263844.479938,263848.917546,271074.050449
8,266538.685854,260456.278701,276619.936127,290820.021016,277571.609894,286397.885895
4,218307.784618,219766.257062,219142.971539,232816.913310,242028.164696,251201.734785
32768,617962.286807,618006.064050,618006.476111,617714.594484,618014.685527,617707.394303
2,309760.284436,302272.296451,331996.881360,334925.423916,333100.592823,347097.041847
32,387974.176400,383721.380481,399440.051326,412817.100220,409984.111391,437803.093266
512,671111.545078,670119.121808,673804.933218,678270.379214,704258.446690,769670.890673
64,463879.414003,463958.448269,465440.063188,451766.242599,473465.068992,515863.728944
16,746823.711087,714228.627047,731132.733095,775334.761507,775858.601343,824777.831860
1024,933913.326672,933169.155324,938033.694496,941241.249629,955090.680653,899378.624005
256,743130.008237,746079.076429,739630.414406,721433.864708,756872.745349,807505.699021
128,899123.019812,879609.285585,898194.410265,919428.185476,914897.523060,983430.045686
2048,1145793.649834,1112498.542256,1115408.861726,1108185.198648,1109539.691533,1180647.488532
8192,1633029.227807,1637903.909385,1627883.036782,1470114.806995,1368692.096622,1261141.228869
4096,1327632.805872,1326705.859826,1331579.021351,1284558.715033,1270242.516208,1284986.067615
16384,2548983.580108,2500898.367297,2418284.406820,2413208.044159,2270600.437575,1888371.079022
