frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
512,96257.638242,96230.405408,96230.405408,96230.405408,96230.405408,96230.405408
64,149357.640407,149357.640407,149357.640407,149357.640407,149357.640407,149357.640407
16,153556.790814,153556.790814,153556.790814,153556.790814,153556.790814,153556.790814
2,140184.821714,140184.821714,140184.821714,140184.821714,140184.821714,140184.821714
16384,274785.961008,274785.961008,274785.961008,274785.961008,274785.961008,274785.961008
128,254470.278905,254470.278905,254470.278905,254470.278905,254470.278905,254470.278905
8,216513.516585,216513.516585,216513.516585,216513.516585,216513.516585,216513.516585
65536,574528.889992,574528.889992,574528.889992,574528.889992,574528.889992,574528.889992
32,281136.925849,281136.925849,281136.925849,281136.925849,281136.925849,281136.925849
4096,390327.614816,385384.583907,385384.583907,385384.583907,385384.583907,385384.583907
1024,331479.578118,331479.578118,331479.578118,331479.578118,331479.578118,331479.578118
8192,439289.734519,439289.734519,439289.734519,439289.734519,439289.734519,439289.734519
4,563494.524908,563494.524908,563494.524908,563494.524908,563494.524908,563494.524908
32768,480177.213802,488756.952059,488756.952059,488756.952059,488756.952059,488756.952059
256,480942.461028,480942.461028,480942.461028,480942.461028,480942.461028,480942.461028
2048,507629.971723,507629.971723,507629.971723,507629.971723,507629.971723,507629.971723
