frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
32768,24567.600677,24573.972125,26394.991514,26567.802393,25042.864972,32327.740162
16,446408.294781,445302.311075,451021.047586,446729.409678,468373.993639,511109.060847
4,438811.441548,440731.871940,465398.130729,478579.782494,468951.010490,493909.746393
128,663677.811133,661209.822630,655079.876041,654967.911780,676761.949214,736116.217330
64,529471.539985,548440.204583,550595.770967,545977.765387,578807.322389,589041.739335
1024,799612.335301,782061.329633,784379.238284,795736.719863,782242.941016,856176.673288
8,693006.478520,686062.852847,712912.911588,720012.947614,719600.350354,840946.216894
32,751391.142917,761520.521080,756260.580028,768312.192780,761034.733049,835839.081529
2,744405.247009,743402.097247,766121.339022,796304.679194,771477.693688,844204.315091
256,939856.791806,932407.001906,945871.738637,956686.275047,952456.573304,1012859.318684
512,892201.914630,883871.122043,886029.936856,921918.002777,965354.196016,936592.069910
4096,1155437.840274,1108518.518057,1056937.373078,1068263.493418,1068395.851519,1107293.543857
8192,1302097.412139,1300514.567118,1293110.322262,1303976.865063,1348721.832501,1230848.093089
2048,1807607.434584,1761998.854149,1728046.720350,1615434.423893,1561581.033102,1584803.554592
16384,1569756.967484,1564376.902119,1539805.930691,1533770.912416,1589870.424107,1431866.703858
65536,2693779.688151,2647976.643828,2595106.149541,2505603.975656,2395300.791557,2154389.816765
