frequency,Dynamic_BAL_njobs500_mode0_L2_norm_flow_time,Dynamic_BAL_njobs500_mode0_maximum_flow_time,Dynamic_BAL_njobs500_mode1_L2_norm_flow_time,Dynamic_BAL_njobs500_mode1_maximum_flow_time,Dynamic_BAL_njobs500_mode2_L2_norm_flow_time,Dynamic_BAL_njobs500_mode2_maximum_flow_time,Dynamic_BAL_njobs500_mode4_L2_norm_flow_time,Dynamic_BAL_njobs500_mode4_maximum_flow_time,Dynamic_BAL_njobs500_mode8_L2_norm_flow_time,Dynamic_BAL_njobs500_mode8_maximum_flow_time,Dynamic_BAL_njobs500_mode16_L2_norm_flow_time,Dynamic_BAL_njobs500_mode16_maximum_flow_time
2048,113708.916031,28975.000000,113708.916031,28975.000000,113708.916031,28975.000000,113708.916031,28975.000000,113708.916031,28975.000000,113708.916031,28975.000000
256,182363.181265,32481.000000,182363.181265,32481.000000,182363.181265,32481.000000,182363.181265,32481.000000,182363.181265,32481.000000,182363.181265,32481.000000
16,140337.722830,48658.000000,140337.722830,48658.000000,140337.722830,48658.000000,140337.722830,48658.000000,140337.722830,48658.000000,140337.722830,48658.000000
32768,335788.321877,225202.000000,335788.321877,225202.000000,335788.321877,225202.000000,335788.321877,225202.000000,335788.321877,225202.000000,335788.321877,225202.000000
32,124379.585290,31494.000000,124379.585290,31494.000000,124379.585290,31494.000000,124379.585290,31494.000000,124379.585290,31494.000000,124379.585290,31494.000000
8,185785.173725,100047.000000,185785.173725,100047.000000,185785.173725,100047.000000,185785.173725,100047.000000,185785.173725,100047.000000,185785.173725,100047.000000
2,179615.118114,44451.000000,179615.118114,44451.000000,179615.118114,44451.000000,179615.118114,44451.000000,179615.118114,44451.000000,179615.118114,44451.000000
8192,294610.087682,152722.000000,294610.087682,152722.000000,294610.087682,152722.000000,294610.087682,152722.000000,294610.087682,152722.000000,294610.087682,152722.000000
128,260557.581099,104145.000000,260557.581099,104145.000000,260557.581099,104145.000000,260557.581099,104145.000000,260557.581099,104145.000000,260557.581099,104145.000000
16384,226894.770746,86955.000000,226894.770746,86955.000000,226894.770746,86955.000000,226894.770746,86955.000000,226894.770746,86955.000000,226894.770746,86955.000000
1024,476361.608319,221491.000000,476361.608319,221491.000000,476361.608319,221491.000000,476361.608319,221491.000000,476361.608319,221491.000000,476361.608319,221491.000000
64,216972.630216,60014.000000,216972.630216,60014.000000,216972.630216,60014.000000,216972.630216,60014.000000,216972.630216,60014.000000,216972.630216,60014.000000
4,424141.065709,256205.000000,424141.065709,256205.000000,424141.065709,256205.000000,424141.065709,256205.000000,424141.065709,256205.000000,424141.065709,256205.000000
4096,362108.746854,229927.000000,362108.746854,229927.000000,362108.746854,229927.000000,362108.746854,229927.000000,362108.746854,229927.000000,362108.746854,229927.000000
65536,380650.383486,239948.000000,380650.383486,239948.000000,380650.383486,239948.000000,380650.383486,239948.000000,380650.383486,239948.000000,380650.383486,239948.000000
512,543911.045440,382277.000000,543911.045440,382277.000000,543911.045440,382277.000000,543911.045440,382277.000000,543911.045440,382277.000000,543911.045440,382277.000000
