frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
65536,83075.139067,83075.139067,83111.224001,83351.761649,84876.422686,87057.610988
16384,231994.393779,232864.328312,239220.758332,245389.460664,243927.203895,277908.995970
8192,594952.122996,561704.411985,618174.891885,543640.589126,555732.132474,550899.935059
2,489091.152581,482989.453645,484010.949570,501836.198955,509685.222706,531553.259896
32768,918000.591859,952971.881314,953224.168713,952226.291880,946827.789874,835621.717841
128,756527.356828,761187.395413,775820.058650,738331.082429,828583.079560,820129.964215
64,795819.887020,778625.798754,786543.084433,795262.392488,801761.712144,845597.550932
4,918895.725560,915811.952228,1012316.807880,1006973.885944,948707.493579,1055920.541223
1024,969898.653016,994195.774799,992637.624386,1005737.588301,995661.811792,985931.777047
32,666140.990890,678302.815279,664100.501079,673600.644133,708284.254344,735777.417079
8,789436.519030,830783.143365,838155.585703,825019.952029,839668.072738,934199.133168
512,931706.708845,933103.495352,935758.365651,939533.479570,932381.603665,1044864.453628
256,908006.012693,896583.339143,878858.964116,896534.996655,932766.450083,1010386.621364
16,1065755.775883,1038001.368677,1026032.288175,1045456.315018,1059135.856950,1068436.515834
4096,1634630.761224,1654005.484681,1647027.896448,1598188.608789,1637074.601152,1450815.661171
2048,2050286.713795,2027157.568006,1990785.471830,1947273.899799,1773850.648859,1637612.572052
