arrival_rate,bp_L,bp_H,FCFS_percentage,SRPT_percentage,total_rounds
30.00,16.77,64.00,1.25,98.75,400
30.00,16.77,64.00,4.00,96.00,400
30.00,16.77,64.00,3.00,97.00,400
30.00,16.77,64.00,2.75,97.25,400
30.00,16.77,64.00,1.25,98.75,400
30.00,16.77,64.00,2.50,97.50,400
30.00,16.77,64.00,2.25,97.75,400
30.00,16.77,64.00,1.50,98.50,400
30.00,16.77,64.00,97.75,2.25,400
30.00,16.77,64.00,97.00,3.00,400
30.00,16.77,64.00,3.50,96.50,400
30.00,16.77,64.00,2.75,97.25,400
30.00,16.77,64.00,4.25,95.75,400
30.00,16.77,64.00,97.75,2.25,400
30.00,16.77,64.00,96.25,3.75,400
30.00,16.77,64.00,1.25,98.75,400
30.00,16.77,64.00,95.75,4.25,400
30.00,16.77,64.00,94.50,5.50,400
30.00,16.77,64.00,1.75,98.25,400
30.00,16.77,64.00,95.25,4.75,400
30.00,16.77,64.00,1.75,98.25,400
30.00,16.77,64.00,81.25,18.75,400
30.00,16.77,64.00,92.25,7.75,400
30.00,16.77,64.00,94.25,5.75,400
30.00,16.77,64.00,94.50,5.50,400
30.00,16.77,64.00,96.75,3.25,400
30.00,16.77,64.00,96.50,3.50,400
30.00,16.77,64.00,93.50,6.50,400
30.00,16.77,64.00,92.75,7.25,400
30.00,16.77,64.00,0.75,99.25,400
30.00,16.77,64.00,92.00,8.00,400
30.00,16.77,64.00,1.25,98.75,400
30.00,16.77,64.00,88.00,12.00,400
30.00,16.77,64.00,91.50,8.50,400
30.00,16.77,64.00,88.25,11.75,400
30.00,16.77,64.00,75.25,24.75,400
30.00,16.77,64.00,87.25,12.75,400
30.00,16.77,64.00,90.50,9.50,400
30.00,16.77,64.00,88.00,12.00,400
30.00,16.77,64.00,84.50,15.50,400
30.00,16.77,64.00,90.75,9.25,400
30.00,16.77,64.00,67.25,32.75,400
30.00,16.77,64.00,81.75,18.25,400
30.00,16.77,64.00,86.00,14.00,400
30.00,16.77,64.00,92.75,7.25,400
30.00,16.77,64.00,86.25,13.75,400
30.00,16.77,64.00,93.75,6.25,400
30.00,16.77,64.00,86.00,14.00,400
30.00,16.77,64.00,11.00,89.00,400
30.00,16.77,64.00,10.25,89.75,400
30.00,16.77,64.00,22.50,77.50,400
30.00,16.77,64.00,6.50,93.50,400
30.00,16.77,64.00,14.25,85.75,400
30.00,16.77,64.00,24.00,76.00,400
30.00,16.77,64.00,2.50,97.50,400
30.00,16.77,64.00,7.75,92.25,400
30.00,16.77,64.00,22.25,77.75,400
30.00,16.77,64.00,28.00,72.00,400
30.00,16.77,64.00,13.25,86.75,400
30.00,16.77,64.00,27.75,72.25,400
30.00,16.77,64.00,5.50,94.50,400
30.00,16.77,64.00,8.25,91.75,400
30.00,16.77,64.00,29.25,70.75,400
30.00,16.77,64.00,7.75,92.25,400
30.00,16.77,64.00,82.50,17.50,400
30.00,16.77,64.00,85.50,14.50,400
30.00,16.77,64.00,84.75,15.25,400
30.00,16.77,64.00,82.00,18.00,400
30.00,16.77,64.00,80.00,20.00,400
30.00,16.77,64.00,86.50,13.50,400
30.00,16.77,64.00,84.50,15.50,400
30.00,16.77,64.00,80.25,19.75,400
30.00,16.77,64.00,68.00,32.00,400
30.00,16.77,64.00,88.75,11.25,400
30.00,16.77,64.00,86.00,14.00,400
30.00,16.77,64.00,81.25,18.75,400
30.00,16.77,64.00,85.50,14.50,400
30.00,16.77,64.00,87.50,12.50,400
30.00,16.77,64.00,85.25,14.75,400
30.00,16.77,64.00,66.75,33.25,400
30.00,16.77,64.00,2.75,97.25,400
30.00,16.77,64.00,1.75,98.25,400
