arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
20,13.000000,262144,137358380.262750
20,15.300000,32768,170814335.968474
20,19.700000,4096,232712697.386582
20,32.300000,512,375129045.365977
20,90.000000,18,520637050.164486
20,90.000000,27,501590964.391830
20,90.000000,36,478551894.265103
