arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
36,13.000000,262144,81458781.519779
36,15.300000,32768,118386441.015140
36,19.700000,4096,176450239.591288
36,32.300000,512,310610450.014903
36,90.000000,18,456224094.194294
36,90.000000,27,438599480.302893
36,90.000000,36,420669424.828126
