arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
22,13.000000,262144,126706453.670219
22,15.300000,32768,162893563.757464
22,19.700000,4096,227603982.941378
22,32.300000,512,372639207.043790
22,90.000000,18,511563318.140323
22,90.000000,27,494437277.460440
22,90.000000,36,475338927.526983
