arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
24,13.000000,262144,122201311.029940
24,15.300000,32768,156904861.144925
24,19.700000,4096,220447550.413704
24,32.300000,512,358388349.098952
24,90.000000,18,502396872.385058
24,90.000000,27,484161268.726589
24,90.000000,36,465836062.310589
