arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
34,13.000000,262144,90216673.936105
34,15.300000,32768,125438492.201215
34,19.700000,4096,181901441.136472
34,32.300000,512,325571257.790616
34,90.000000,18,461578199.533264
34,90.000000,27,445537432.111297
34,90.000000,36,428228207.173709
