arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
36,13.000000,262144,82747783.711326
36,15.300000,32768,119825121.942203
36,19.700000,4096,173941589.132593
36,32.300000,512,310015358.062766
36,90.000000,18,455536608.943712
36,90.000000,27,439498407.832034
36,90.000000,36,421786936.636047
