arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
26,13.000000,262144,115446166.794742
26,15.300000,32768,153611920.856378
26,19.700000,4096,214170021.603895
26,32.300000,512,356072025.398964
26,90.000000,18,494219665.820073
26,90.000000,27,478975549.375513
26,90.000000,36,459853991.417069
