arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
38,13.000000,262144,73234475.742568
38,15.300000,32768,107926198.887873
38,19.700000,4096,165327703.484558
38,32.300000,512,299053630.836055
38,90.000000,18,448887187.619476
38,90.000000,27,428947701.578332
38,90.000000,36,413152521.369586
