arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
30,13.000000,262144,101145282.481013
30,15.300000,32768,130490139.772594
30,19.700000,4096,201197613.876621
30,32.300000,512,338057752.856529
30,90.000000,18,479173871.843112
30,90.000000,27,462193450.547471
30,90.000000,36,444366864.304170
