arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
36,13.000000,262144,79842554.313100
36,15.300000,32768,118237941.536136
36,19.700000,4096,177556189.575211
36,32.300000,512,310949876.079328
36,90.000000,18,455566161.714563
36,90.000000,27,438269521.619250
36,90.000000,36,420148590.661525
