arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
32,13.000000,262144,94939160.439219
32,15.300000,32768,127076032.510464
32,19.700000,4096,191154957.182597
32,32.300000,512,331072277.104192
32,90.000000,18,470815925.178271
32,90.000000,27,453506202.101681
32,90.000000,36,434762156.950696
