arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
28,13.000000,262144,105220545.834954
28,15.300000,32768,144224147.317934
28,19.700000,4096,207956094.180020
28,32.300000,512,344241022.237010
28,90.000000,18,486676009.001183
28,90.000000,27,470328388.008650
28,90.000000,36,451379071.691835
