arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
26,13.000000,262144,117331737.518228
26,15.300000,32768,151147308.854524
26,19.700000,4096,211141366.707207
26,32.300000,512,356620660.134016
26,90.000000,18,495836600.507572
26,90.000000,27,478217758.392663
26,90.000000,36,459228037.463767
