arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
36,13.000000,262144,81228287.811857
36,15.300000,32768,116101355.076434
36,19.700000,4096,172714202.228352
36,32.300000,512,309261543.503237
36,90.000000,18,456903319.487550
36,90.000000,27,437859260.268230
36,90.000000,36,422712694.851669
