arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
34,13.000000,262144,90416604.814879
34,15.300000,32768,122578147.262581
34,19.700000,4096,182269960.064839
34,32.300000,512,318140290.072958
34,90.000000,18,463068770.475700
34,90.000000,27,446156093.633968
34,90.000000,36,428237922.007491
