arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
30,13.000000,262144,98674471.052437
30,15.300000,32768,135960757.072510
30,19.700000,4096,199559064.675050
30,32.300000,512,337543566.533643
30,90.000000,18,479589926.220369
30,90.000000,27,461119455.837900
30,90.000000,36,441990801.685602
