arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
34,13.000000,262144,11426013.957137
34,15.300000,32768,15695856.522666
34,19.700000,4096,23702486.656515
34,32.300000,512,40076395.557060
34,90.000000,18,58058818.595045
34,90.000000,27,55858061.356656
34,90.000000,36,53805405.452474
