arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
38,13.000000,262144,75522198.132987
38,15.300000,32768,108898866.527216
38,19.700000,4096,168576124.747979
38,32.300000,512,302210318.702992
38,90.000000,18,447423935.030415
38,90.000000,27,430829937.610036
38,90.000000,36,415309361.163268
