arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
22,13.000000,262144,129669941.049482
22,15.300000,32768,163809787.272339
22,19.700000,4096,227960348.436557
22,32.300000,512,369214280.105760
22,90.000000,18,512337633.483030
22,90.000000,27,496580454.891213
22,90.000000,36,471758883.057805
