arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
24,13.000000,262144,121680769.119238
24,15.300000,32768,157716753.406623
24,19.700000,4096,221051777.041046
24,32.300000,512,360381919.200764
24,90.000000,18,504983780.634404
24,90.000000,27,485641952.350736
24,90.000000,36,467137291.538288
