arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
24,13.000000,262144,121134790.647851
24,15.300000,32768,157945999.395873
24,19.700000,4096,219899289.054349
24,32.300000,512,363312053.838157
24,90.000000,18,505601057.942896
24,90.000000,27,485018550.282462
24,90.000000,36,464596617.007836
