arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
36,13.000000,262144,79961207.312195
36,15.300000,32768,116479006.581066
36,19.700000,4096,173009742.422845
36,32.300000,512,312235285.087114
36,90.000000,18,456407254.816378
36,90.000000,27,437888414.345727
36,90.000000,36,418779943.235861
