arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
36,13.000000,262144,81419003.366964
36,15.300000,32768,115274808.417099
36,19.700000,4096,170529390.744011
36,32.300000,512,308572911.253414
36,90.000000,18,454131793.739089
36,90.000000,27,438215434.204532
36,90.000000,36,421635569.984041
