arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
22,13.000000,262144,128112352.048676
22,15.300000,32768,163486814.730371
22,19.700000,4096,225143525.082226
22,32.300000,512,370106063.863267
22,90.000000,18,511405502.392047
22,90.000000,27,492470358.519347
22,90.000000,36,471975678.437721
