arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
38,13.000000,262144,77464231.412042
38,15.300000,32768,107571986.539867
38,19.700000,4096,167924516.560592
38,32.300000,512,298847012.882214
38,90.000000,18,447964275.852578
38,90.000000,27,432218058.576534
38,90.000000,36,411267243.172775
