arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
32,13.000000,262144,94450997.146103
32,15.300000,32768,131116761.659670
32,19.700000,4096,192500698.513467
32,32.300000,512,328212205.136483
32,90.000000,18,473072873.309012
32,90.000000,27,454204586.399842
32,90.000000,36,438024502.091760
