arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
40,13.000000,262144,72965020.056132
40,15.300000,32768,99290944.429504
40,19.700000,4096,162264491.305154
40,32.300000,512,292302908.976638
40,90.000000,18,440345069.347014
40,90.000000,27,422169408.294958
40,90.000000,36,408279579.095224
