arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
24,13.000000,262144,127204371.954921
24,15.300000,32768,157804452.631454
24,19.700000,4096,221296827.342122
24,32.300000,512,360529310.897041
24,90.000000,18,501954627.692597
24,90.000000,27,487008561.959519
24,90.000000,36,466672206.707415
