arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
32,13.000000,262144,94352299.327745
32,15.300000,32768,122564309.723383
32,19.700000,4096,191550113.418470
32,32.300000,512,330076012.058994
32,90.000000,18,470374477.942387
32,90.000000,27,453413963.551565
32,90.000000,36,432827293.614799
